Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,release height,RelX,RelZ,Chase%,Barrel%,Fly%,Ground%,BaU,Tilt,SpinDir,wOBA,Throws,4FB stuff+,85/15 perf scale velo scale stuff+,shape+ 4FB,general performance+,P,Vel,pvelo,HorzBrk,ABS horzBreak,IndVertBrk,Spin,HorzApprAngle,xVAA T1/3,VertApprAngle,Extension,InZone%,IZ Whiff,OZ Whiff,SwStrk%,perf multiplier velo scale stuff+,50/50 perf scale velo scale stuff+,pvelo scale stuff+ 4FB,fixed scale stuff+ 4FB (pre break),vel brk stuff+ 4FB,eno sarris stuff+ 4FB,outlier
1,1153411840,J. Radel,Jack Radel,Radel,Jack,P,University of Notre Dame,ND,225,Notre Dame,BBC,R,R,72.20,-13.8,72.2,21.1%,24.4%,37.2%,31.9%,24,12:49,-155.5,.436,R,93.67,467.89,472.06,16.89%,418,91.5,91.90,7.5,7.50,17.4,2152.9,-0.72,-4.67,-5.21,6.62,51.1%,-,-,5.5%,79.71,90.70,473.98,252.74,1365.11,4672.45,379.23
1,1085398272,Z. Konstantinovsky,Zack Konstantinovsky,Konstantinovsky,Zack,P,Rutgers University,RUTG,730229248,Rutgers,BBC,R,R,64.95,-26.3,65.0,27.7%,18.5%,17.6%,41.2%,26,1:14,-142.8,.301,R,118.30,590.92,601.59,20.13%,157,90.7,89.89,14.3,14.29,20.1,2345.4,-1.05,-4.10,-4.62,5.96,58.3%,-,-,7.0%,121.08,112.02,597.21,334.29,1492.35,5666.73,412.68
1,1234148608,D. Zsak,Donovan Zsak,Zsak,Donovan,P,Rutgers University,RUTG,730229248,Rutgers,BBC,L,L,70.56,21.9,70.6,25.4%,24.4%,32.1%,28.3%,26,11:15,157.5,.311,L,111.68,557.84,551.55,22.63%,430,93.2,93.15,-8.2,8.23,20.7,2462.9,1.27,-4.19,-4.69,6.40,45.8%,-,-,14.7%,124.83,113.42,551.36,315.74,1468.24,5269.64,431.82
1,1119214592,J. Elizondo,Jackson Elizondo,Elizondo,Jackson,P,Baylor University,BAY,3033,Baylor,BBC,R,L,66.51,26.2,66.5,31.6%,22.2%,33.3%,33.3%,26,11:32,165.8,.607,L,96.63,482.68,439.67,27.92%,41,88.6,87.77,-4.3,4.31,18.2,2346.7,1.78,-4.57,-4.59,5.96,53.7%,-,-,19.5%,122.76,115.74,435.28,238.86,1333.51,4911.12,410.69
1,1195490048,C. Mckinney,Collin Mckinney,Mckinney,Collin,P,Baylor University,BAY,3033,Baylor,BBC,R,R,73.87,-13.7,73.9,24.6%,25.6%,36.5%,22.9%,25,12:44,-158.0,.404,R,103.74,518.17,507.05,22.19%,633,92.8,92.19,7.6,7.61,19.9,2284.1,-0.52,-4.55,-4.74,6.05,53.6%,-,-,11.8%,112.53,107.82,503.56,274.97,1429.34,4814.70,401.61
1,1264281856,J. Jordan,Jaxon Jordan,Jordan,Jaxon,P,University of Oregon,ORE,4807,Oregon,BBC,R,R,67.12,-19.3,67.1,13.0%,25.0%,75.0%,0.0%,25,12:58,-150.9,.522,R,108.43,541.60,540.68,20.82%,95,90.3,90.37,10.0,10.01,18.9,2292.8,-1.26,-4.15,-4.84,6.45,43.2%,-,-,12.6%,112.59,107.69,541.02,304.61,1418.74,5092.46,403.02
1,1196854016,A. Knaak,Aidan Knaak,Knaak,Aidan,P,Clemson University,CLEM,730358784,Clemson,BBC,R,R,68.77,-17.5,68.8,27.0%,21.7%,32.0%,39.0%,24,1:04,-148.0,.297,R,109.45,546.68,533.11,23.82%,523,92.4,92.09,10.4,10.42,17.7,2175.0,-0.79,-4.33,-4.90,6.24,56.7%,-,-,12.8%,127.00,114.62,531.40,298.03,1410.52,4980.64,383.54
1,1138601728,M. McConnaughey,Mason McConnaughey,McConnaughey,Mason,P,University of Nebraska,NEB,4865,Nebraska,BBC,R,R,70.40,-23.0,70.4,15.9%,34.5%,27.0%,37.8%,27,1:20,-139.9,.408,R,109.34,546.14,553.75,19.10%,173,89.6,88.72,14.3,14.28,18.1,2406.1,-0.84,-4.62,-4.52,5.90,52.3%,-,-,8.1%,105.78,104.59,548.88,293.40,1455.05,5519.38,422.23
1,1190356736,T. Horn,Ty Horn,Horn,Ty,P,University of Nebraska,NEB,4865,Nebraska,BBC,R,R,71.30,-15.5,71.3,19.6%,18.9%,31.7%,34.1%,24,12:51,-154.6,.339,R,92.60,462.56,459.64,18.26%,187,91.5,90.11,7.4,7.35,16.6,2232.5,-0.98,-4.81,-5.22,5.62,50.5%,-,-,7.5%,83.92,92.97,452.07,244.96,1356.01,4648.65,392.35
1,1310590208,M. Heuer,Mac Heuer,Heuer,Mac,P,Texas Tech University,TTU,2350,Texas Tech,BBC,R,R,77.50,-20.2,77.5,17.2%,31.4%,28.0%,37.3%,26,12:20,-170.0,.406,R,81.91,409.13,399.07,17.81%,437,93.3,92.81,2.8,2.77,16.3,2462.0,-1.20,-5.25,-6.11,6.12,44.2%,-,-,8.9%,71.07,85.74,396.27,209.72,1336.81,4712.88,430.28
1,1333487872,P. Hutyra,Parker Hutyra,Hutyra,Parker,P,Texas Tech University,TTU,2350,Texas Tech,BBC,R,R,74.67,-17.1,74.7,20.9%,17.9%,32.3%,35.5%,24,1:04,-148.2,.315,R,95.53,477.17,479.72,17.60%,195,92.6,90.13,9.6,9.60,16.4,2230.0,-1.22,-4.96,-5.44,4.99,40.4%,-,-,9.7%,84.42,93.30,466.19,250.70,1386.89,4856.69,392.55
1,1246582016,D. Voegele,Dominic Voegele,Voegele,Dominic,P,University of Kansas,KU,730360064,Kansas,BBC,R,R,69.50,-15.7,69.5,22.0%,30.3%,34.6%,27.2%,22,12:59,-150.3,.321,R,102.62,512.61,510.56,19.97%,512,92.0,90.02,9.5,9.53,17.7,2006.7,-0.39,-4.38,-5.06,5.29,53.7%,-,-,8.8%,101.96,102.47,499.88,279.22,1383.00,4725.50,355.24
1,1336577792,B. Moore,Bryson Moore,Moore,Bryson,P,University of Virginia,UVA,5415,Virginia,BBC,R,R,74.67,-33.0,74.7,11.4%,23.1%,38.5%,23.1%,29,12:39,-160.7,.636,R,88.93,444.22,463.30,12.67%,78,90.8,89.27,5.8,5.78,17.6,2591.9,-2.43,-4.75,-6.08,5.56,43.6%,-,-,2.6%,58.72,79.02,455.18,255.72,1380.09,5423.51,452.42
1,1212105985,C. Van Assen,Cole Van Assen,Van Assen,Cole,P,Purdue University,PUR,730353152,Purdue,BBC,R,R,75.45,-14.8,75.4,4.8%,25.0%,25.0%,75.0%,24,1:19,-140.6,.602,R,82.43,411.75,431.46,11.30%,34,86.7,83.69,12.0,12.04,17.0,2062.0,-1.04,-5.54,-6.35,4.69,32.3%,-,-,2.9%,48.75,72.30,415.02,180.95,1356.17,4812.28,364.17
1,1315153664,L. Wagner,Luke Wagner,Wagner,Luke,P,Purdue University,PUR,730353152,Purdue,BBC,R,L,67.24,25.7,67.2,20.3%,21.4%,26.5%,50.0%,25,10:49,144.7,.426,L,101.78,508.41,519.76,16.83%,221,90.1,88.38,-11.3,11.29,17.0,2238.6,1.26,-4.47,-5.06,5.44,46.6%,-,-,6.8%,87.50,95.36,510.51,283.36,1393.93,5261.18,393.88
1,1092137984,J. Guardiancic,Jake Guardiancic,Guardiancic,Jake,P,University of California,CAL,730152448,California,BBC,R,R,60.34,-22.1,60.3,9.5%,0.0%,0.0%,100.0%,25,1:03,-148.6,.279,R,89.47,446.91,463.40,13.35%,40,89.6,89.69,7.0,6.96,12.4,2246.2,-1.32,-4.19,-4.90,6.45,46.2%,-,-,2.5%,61.88,80.77,463.67,281.15,1267.68,4647.76,393.58
1,1254914048,Q. Larson,Quinn Larson,Larson,Quinn,P,University of California,CAL,730152448,California,BBC,R,R,69.92,-22.1,69.9,30.8%,33.3%,0.0%,0.0%,25,1:21,-139.3,.459,R,112.33,561.08,536.51,26.81%,41,92.1,90.68,13.0,13.04,16.3,2261.7,-0.39,-4.63,-5.07,5.60,36.6%,-,-,22.0%,143.86,122.63,528.71,291.30,1420.80,5274.37,398.09
1,1275427328,O. de la Torre,Oliver de la Torre,de la Torre,Oliver,P,University of California,CAL,730152448,California,BBC,R,R,76.57,-20.7,76.6,23.3%,14.3%,28.6%,57.1%,25,1:12,-143.8,.491,R,102.38,511.41,524.76,16.51%,47,91.3,89.64,13.1,13.13,19.1,2262.1,-0.90,-5.00,-5.14,5.45,36.2%,-,-,10.6%,86.62,95.02,515.56,260.31,1461.32,5386.29,398.61
1,1115213312,B. Moore,Brock Moore,Moore,Brock,P,University of Oregon,ORE,4807,Oregon,BBC,R,R,66.25,-20.6,66.2,15.4%,33.3%,20.8%,41.7%,24,1:13,-143.5,.474,R,119.40,596.41,606.41,20.49%,265,96.5,95.43,11.8,11.82,16.9,2334.8,-0.77,-3.83,-4.54,5.81,46.0%,-,-,11.7%,124.23,113.42,600.61,370.94,1463.34,5213.21,410.88
1,1212946688,R. Featherston,Ryan Featherston,Featherston,Ryan,P,University of Oregon,ORE,4807,Oregon,BBC,R,R,68.37,-11.5,68.4,11.8%,29.7%,34.2%,28.9%,24,1:11,-144.5,.383,R,100.02,499.61,513.38,15.96%,161,89.9,89.78,11.4,11.35,17.0,2166.4,-0.19,-4.52,-5.42,6.36,52.8%,-,-,3.7%,81.96,92.49,512.80,275.77,1386.85,4757.50,381.71
1,1303446784,C. Clarke,Collin Clarke,Clarke,Collin,P,University of Oregon,ORE,4807,Oregon,BBC,R,R,67.78,-11.6,67.8,13.9%,35.7%,23.5%,41.2%,26,1:23,-138.7,.464,R,109.31,546.03,554.76,18.85%,74,87.6,86.54,15.8,15.81,19.2,2257.2,0.44,-4.68,-5.25,5.82,51.4%,-,-,8.1%,104.57,104.04,549.05,278.72,1458.96,5114.23,397.57
1,1309412864,T. Twist,Toby Twist,Twist,Toby,P,University of Oregon,ORE,4807,Oregon,BBC,L,L,77.23,12.0,77.2,43.8%,20.0%,42.9%,57.1%,25,11:32,166.2,.300,L,94.65,472.80,435.89,26.19%,84,91.3,89.89,-4.6,4.60,19.7,2263.7,0.53,-4.97,-5.22,5.63,42.9%,-,-,20.2%,114.16,110.93,428.37,219.66,1376.88,4517.76,397.49
1,1279382784,M. Edwards,Mason Edwards,Edwards,Mason,P,University of Southern California,USC,5047,USC,BBC,L,L,72.17,17.5,72.2,20.0%,21.1%,36.8%,21.1%,24,11:06,153.2,.552,L,98.27,490.87,494.32,17.92%,117,90.0,89.36,-9.0,8.96,19.2,2157.2,1.02,-4.59,-5.49,6.06,48.3%,-,-,7.7%,88.59,95.59,490.93,258.34,1396.25,4931.49,380.31
1,1239109120,M. Butash,Mason Butash,Butash,Mason,P,Penn State University,PSU,5326,Penn State,BBC,R,R,67.66,-16.5,67.7,15.1%,28.6%,40.9%,25.0%,23,1:00,-149.8,.444,R,107.69,537.91,540.83,19.83%,306,91.4,90.11,10.5,10.49,19.1,2089.3,-0.73,-4.21,-4.65,5.65,41.5%,-,-,11.8%,107.26,105.16,533.53,298.41,1419.45,4909.86,369.30
1,1152938496,M. Fraser,Max Fraser,Fraser,Max,P,University of Washington,WASH,3110,Washington,BBC,L,L,70.23,10.5,70.2,33.3%,27.8%,42.4%,20.3%,25,11:19,159.4,.388,L,95.52,477.13,471.17,19.49%,200,87.3,86.16,-7.5,7.46,20.9,2150.2,0.15,-4.60,-5.10,5.77,59.5%,-,-,6.0%,91.82,97.28,465.04,235.93,1383.62,4554.36,378.51
1,1201581056,S. Dessart,Spencer Dessart,Dessart,Spencer,P,University of Washington,WASH,3110,Washington,BBC,R,R,70.84,-22.2,70.8,15.4%,20.3%,44.2%,18.2%,26,1:07,-146.6,.409,R,98.19,490.47,506.13,15.20%,332,89.6,88.71,10.9,10.95,17.8,2326.0,-0.97,-4.71,-5.37,5.90,48.9%,-,-,3.9%,76.91,89.79,501.22,265.83,1406.94,5229.63,408.45
1,1304693248,C. Fisher,Colin Fisher,Fisher,Colin,P,University of Arkansas,ARK,3375,Arkansas,BBC,L,L,74.94,16.6,74.9,14.7%,17.9%,34.5%,41.4%,25,10:53,146.4,.413,L,86.47,431.93,429.82,16.91%,136,91.2,89.38,-8.6,8.57,13.9,2267.4,0.88,-5.24,-5.72,5.38,50.0%,-,-,5.9%,72.69,86.52,419.97,218.72,1325.47,4698.79,397.94
1,1243276544,B. Dean,Blake Dean,Dean,Blake,P,Kansas State University,KSU,730270464,Kansas State,BBC,R,R,70.93,-20.5,70.9,22.8%,9.7%,18.4%,55.3%,27,12:41,-159.4,.347,R,85.72,428.16,408.32,20.70%,170,92.0,91.45,4.6,4.58,12.6,2491.5,-1.25,-5.01,-5.70,6.09,52.1%,-,-,10.0%,84.54,94.09,405.26,231.58,1286.92,4632.16,434.61
1,1200041728,W. Glatch,Will Glatch,Glatch,Will,P,Baylor University,BAY,3033,Baylor,BBC,R,R,72.89,-19.6,72.9,18.8%,16.7%,33.3%,16.7%,26,1:10,-145.0,.972,R,103.15,515.25,529.66,16.42%,29,93.1,90.77,11.6,11.60,17.7,2429.2,-0.51,-4.81,-5.12,5.09,44.8%,-,-,6.9%,86.95,95.28,517.06,283.97,1451.79,5207.81,426.20
1,1238214400,R. Ruais,Rj Ruais,Ruais,Rj,P,Baylor University,BAY,3033,Baylor,BBC,L,L,69.81,8.8,69.8,22.8%,26.9%,32.1%,25.0%,22,11:08,153.9,.404,L,93.66,467.83,469.72,17.39%,193,87.8,87.27,-8.9,8.90,19.3,1960.2,-0.00,-4.65,-5.39,6.11,47.7%,50.0%,0.0%,7.3%,81.68,91.76,466.77,232.49,1361.79,4477.01,346.94
1,1250057472,M. Green,Mason Green,Green,Mason,P,Baylor University,BAY,3033,Baylor,BBC,L,L,71.76,19.3,71.8,20.0%,29.9%,38.0%,39.4%,24,11:02,150.9,.379,L,92.08,459.96,456.12,18.36%,312,88.4,87.80,-9.1,9.12,17.5,2138.2,0.93,-4.92,-5.70,6.06,53.4%,-,-,6.7%,83.76,92.89,452.71,225.79,1355.09,4916.37,376.65
1,1236991744,K. Anderson,Kade Anderson,Anderson,Kade,P,Louisiana State University,LSU,5323,Louisiana State,BBC,L,L,71.20,12.4,71.2,30.5%,9.0%,23.1%,38.5%,23,11:24,161.8,.341,L,100.88,503.90,491.75,21.88%,472,92.4,92.42,-6.2,6.18,19.5,2149.0,0.47,-4.39,-4.63,6.42,49.4%,-,-,12.7%,107.59,105.48,491.83,271.28,1391.90,4594.81,378.70
1,1088991744,C. Dahle,Candon Dahle,Dahle,Candon,P,Brigham Young University,BYU,730257152,BYU,BBC,R,R,72.78,-28.8,72.8,20.6%,19.2%,33.3%,25.0%,25,1:08,-146.2,.440,R,102.37,511.35,510.86,19.58%,354,93.4,91.66,10.7,10.69,16.9,2341.8,-1.78,-4.85,-5.59,5.40,50.3%,-,-,9.3%,100.01,101.50,501.16,273.58,1424.98,5463.81,411.70
1,1126280449,J. Fredericks,Joseph Fredericks,Fredericks,Joseph,P,West Virginia University,WVU,5327,West Virginia,BBC,L,L,64.95,25.2,64.9,29.6%,18.2%,36.4%,36.4%,26,11:03,151.4,.270,L,97.66,487.83,504.69,14.83%,51,88.3,87.70,-9.0,9.00,17.6,2255.2,1.34,-4.22,-4.98,6.08,47.1%,-,-,3.9%,74.84,88.70,501.52,282.42,1363.59,5117.81,396.06
1,1082541824,J. Fisse,Jordan Fisse,Fisse,Jordan,P,Boston College,BC,227,Boston College,BBC,R,R,71.18,-14.5,71.2,11.1%,0.0%,25.0%,50.0%,24,1:04,-147.9,.317,R,90.63,452.71,446.16,18.69%,22,90.0,88.55,9.4,9.39,15.8,2132.8,-1.26,-5.10,-5.86,5.57,59.1%,-,-,4.5%,83.37,92.72,438.09,220.89,1343.71,4656.01,375.85
1,1127066368,L. Piper,Logan Piper,Piper,Logan,P,University of California,CAL,730152448,California,BBC,L,L,66.83,28.7,66.8,15.4%,25.0%,75.0%,0.0%,26,10:55,147.7,.489,L,95.93,479.15,508.37,11.76%,44,87.3,85.75,-11.3,11.30,19.1,2251.7,1.67,-4.59,-5.09,5.54,40.9%,-,-,2.3%,59.77,81.20,499.99,260.86,1404.59,5437.42,396.02
1,1180788480,H. Coon,Hayden Coon,Coon,Hayden,P,Brigham Young University,BYU,730257152,BYU,BBC,R,R,64.02,-33.0,64.0,5.3%,25.0%,75.0%,25.0%,23,1:17,-141.7,.879,R,95.16,475.30,473.21,18.56%,39,90.5,91.06,9.7,9.67,13.3,2071.9,-2.21,-4.52,-4.57,6.73,51.3%,-,-,7.7%,87.82,95.11,476.24,265.18,1304.12,5284.36,365.36
1,1207246336,H. Shaw,Hunter Shaw,Shaw,Hunter,P,The Ohio State University,OSU,4144,Ohio State,BBC,L,L,74.71,16.1,74.7,25.8%,32.6%,44.0%,24.0%,28,11:16,158.1,.494,L,91.28,455.95,457.56,17.00%,248,88.1,87.85,-7.5,7.55,19.5,2424.0,0.78,-4.97,-5.58,6.27,49.8%,-,-,6.0%,77.78,89.53,456.17,226.86,1393.74,4915.71,424.26
1,1271054080,J. Frost,Jacob Frost,Frost,Jacob,P,Kansas State University,KSU,730270464,Kansas State,BBC,L,L,68.35,19.9,68.3,13.3%,16.7%,28.6%,14.3%,24,10:40,139.8,.451,L,106.39,531.40,549.44,16.22%,71,91.3,90.46,-13.3,13.26,16.6,2196.5,1.07,-4.39,-4.96,5.95,36.6%,-,-,8.5%,89.15,96.78,545.01,303.09,1416.69,5194.67,387.28
1,1212160001,N. Ferazzi,Nick Ferazzi,Ferazzi,Nick,P,Michigan State University,MSU,1551,Michigan State,BBC,R,R,67.94,-12.6,67.9,25.3%,22.5%,40.7%,33.3%,23,12:59,-150.7,.514,R,105.86,528.77,542.21,17.15%,354,91.7,90.17,10.3,10.27,19.5,2155.0,-0.34,-4.25,-4.70,5.53,50.4%,-,-,6.2%,92.98,98.42,533.81,299.03,1431.03,4779.76,380.25
1,1279355392,G. Moczydlowsky,Gavin Moczydlowsky,Moczydlowsky,Gavin,P,Michigan State University,MSU,1551,Michigan State,BBC,R,R,62.85,-19.7,62.8,14.5%,34.8%,48.0%,32.0%,28,1:01,-149.5,.602,R,88.47,441.93,444.51,16.25%,119,89.6,88.40,6.9,6.89,12.7,2472.2,-1.14,-4.64,-5.35,5.73,47.0%,-,-,5.9%,72.24,86.30,437.96,258.23,1290.70,4620.53,431.31
1,1198403072,E. Segura,Eric Segura,Segura,Eric,P,Oregon State University,ORST,3111,Oregon State,BBC,R,R,58.11,-29.9,58.1,38.9%,20.0%,40.7%,37.0%,27,1:22,-139.2,.197,R,105.40,526.49,500.32,25.85%,202,90.7,90.45,8.4,8.40,10.6,2418.0,-1.88,-4.04,-4.08,6.25,46.3%,-,-,18.8%,129.34,116.52,498.76,322.49,1278.50,5014.62,422.28
1,1129426432,G. Devooght,Gavin Devooght,Devooght,Gavin,P,The Ohio State University,OSU,4144,Ohio State,BBC,R,R,72.46,-17.2,72.5,16.0%,22.9%,37.7%,32.1%,24,12:51,-154.5,.397,R,81.47,406.95,407.32,15.41%,281,91.4,91.05,6.1,6.15,13.3,2193.8,-0.92,-5.09,-5.69,6.23,48.8%,-,-,4.3%,62.77,80.42,405.56,215.32,1283.23,4537.90,385.19
1,1081828096,C. Mcbride,Conner Mcbride,Mcbride,Conner,P,Auburn University,AUB,5466,Auburn,BBC,R,R,73.01,-22.0,73.0,23.1%,22.2%,26.5%,44.1%,24,1:17,-141.6,.474,R,109.11,545.02,550.21,19.60%,166,92.3,90.77,13.7,13.66,18.4,2225.0,-0.86,-4.70,-4.92,5.51,45.2%,-,-,10.8%,107.82,105.50,541.57,288.56,1461.52,5410.73,392.53
1,1162303488,G. Graves,Griffin Graves,Graves,Griffin,P,Auburn University,AUB,5466,Auburn,BBC,R,L,66.13,24.0,66.1,12.8%,30.0%,36.4%,36.4%,26,11:33,166.5,.406,L,98.02,489.59,485.07,19.64%,93,91.5,90.97,-4.3,4.29,18.8,2349.2,1.87,-4.18,-4.59,6.09,49.5%,-,-,9.7%,95.28,99.07,482.01,283.28,1370.00,4889.98,411.71
1,1244503040,D. Watts,Dylan Watts,Watts,Dylan,P,Auburn University,AUB,5466,Auburn,BBC,R,R,76.41,-13.1,76.4,24.5%,27.5%,30.5%,39.0%,24,12:46,-156.8,.448,R,94.18,470.41,452.45,21.89%,237,91.9,90.85,7.1,7.10,17.4,2178.6,-0.61,-4.95,-5.24,5.79,53.6%,-,-,11.4%,99.06,101.57,446.48,232.86,1365.99,4619.04,383.49
1,1290467840,W. Moss,Weston Moss,Moss,Weston,P,Texas A&M University,TXAM,3032,Texas A&M,BBC,R,R,69.81,-16.0,69.8,20.5%,28.6%,38.1%,19.0%,26,1:01,-149.3,.376,R,103.64,517.68,523.58,18.40%,148,93.0,92.93,9.7,9.72,17.5,2379.9,-0.63,-4.53,-5.17,6.38,45.8%,-,-,9.5%,96.33,99.75,523.21,292.95,1422.31,4968.73,417.65
1,1142994176,L. Peterson,Liam Peterson,Peterson,Liam,P,University of Florida,FLA,730168320,Florida,BBC,R,R,75.05,-20.4,75.0,15.9%,21.4%,25.0%,45.8%,25,12:59,-150.3,.503,R,100.73,503.16,513.30,16.91%,257,94.4,94.70,9.9,9.93,18.1,2402.2,-1.18,-4.91,-5.65,6.59,46.3%,-,-,7.0%,86.78,94.89,514.92,273.30,1450.26,5271.55,421.91
1,1162035712,J. Clemente,Jake Clemente,Clemente,Jake,P,University of Florida,FLA,730168320,Florida,BBC,R,R,70.56,-24.6,70.6,13.7%,40.0%,12.0%,36.0%,23,1:02,-148.8,.360,R,110.50,551.92,544.30,22.70%,154,94.3,93.13,10.3,10.34,18.2,2143.4,-1.18,-4.33,-4.95,5.72,52.6%,-,-,13.0%,123.58,112.87,537.67,305.99,1431.64,5260.50,378.73
1,1310658048,C. Herrell,Chase Herrell,Herrell,Chase,P,The Ohio State University,OSU,4144,Ohio State,BBC,R,R,69.47,-13.7,69.5,21.6%,15.2%,31.5%,34.2%,25,12:51,-154.7,.318,R,103.43,516.65,517.44,19.49%,420,90.0,90.05,9.0,9.03,20.2,2209.5,-0.57,-4.37,-5.03,6.46,51.3%,-,-,9.0%,100.86,101.94,517.83,277.77,1418.75,4847.68,389.05
1,1085398528,A. Kranzler,Alex Kranzler,Kranzler,Alex,P,Vanderbilt University,VAN,5046,Vanderbilt,BBC,R,R,69.11,-15.1,69.1,5.6%,0.0%,33.3%,16.7%,24,1:13,-143.3,.331,R,103.48,516.88,511.88,20.79%,39,92.2,91.22,10.9,10.90,15.8,2205.7,-0.65,-4.58,-5.27,5.87,53.8%,-,-,10.3%,106.41,104.70,506.65,282.44,1384.68,4828.09,388.41
1,1119797760,J. Swanberg,Jaeden Swanberg,Swanberg,Jaeden,P,University of Arizona,ARIZ,232,Arizona,BBC,L,L,61.55,45.2,61.5,13.3%,27.3%,27.3%,27.3%,28,10:51,145.5,.342,L,92.42,461.66,457.84,18.42%,34,87.0,85.45,-8.7,8.66,13.9,2395.7,3.42,-4.42,-4.97,5.49,55.9%,-,-,5.9%,84.35,93.22,449.06,255.97,1300.59,5693.25,418.94
1,1279325696,J. Morano,Josh Morano,Morano,Josh,P,University of Arizona,ARIZ,232,Arizona,BBC,L,L,68.73,21.4,68.7,25.0%,0.0%,50.0%,0.0%,22,10:53,146.4,.317,L,87.48,436.96,427.42,18.75%,24,88.5,86.95,-8.9,8.86,14.6,1970.5,1.36,-4.97,-5.08,5.50,50.0%,-,-,8.3%,80.14,91.00,418.67,212.95,1291.03,4734.83,348.16
1,1163433216,B. Coulter,Bradley Coulter,Coulter,Bradley,P,University of Cincinnati,CIN,5465,Cincinnati,BBC,R,R,70.22,-18.1,70.2,16.9%,14.7%,34.2%,36.8%,27,12:47,-156.3,.436,R,101.74,508.17,519.83,16.76%,295,89.8,88.78,8.5,8.45,20.4,2391.5,-1.18,-4.36,-5.23,5.83,41.7%,-,-,8.1%,87.11,95.17,514.22,283.79,1430.24,5021.95,419.42
1,1282084608,T. Mcloughlin,Tyler Mcloughlin,Mcloughlin,Tyler,P,University of Georgia,UGA,226,Georgia,BBC,R,R,77.18,-23.3,77.2,17.2%,0.0%,33.3%,16.7%,27,12:28,-165.9,.351,R,79.79,398.54,388.15,17.48%,56,88.9,88.56,4.2,4.19,18.0,2420.2,-2.13,-5.41,-5.74,6.21,48.2%,-,-,7.1%,67.85,83.80,386.19,181.15,1338.74,4939.46,423.21
1,1299999232,L. Wiltrakis,Luke Wiltrakis,Wiltrakis,Luke,P,University of Georgia,UGA,226,Georgia,BBC,R,R,74.81,-16.7,74.8,31.6%,0.0%,50.0%,50.0%,26,12:21,-169.6,.533,R,88.38,441.45,434.80,18.28%,37,92.4,91.93,3.2,3.20,18.5,2377.4,-1.53,-4.83,-5.19,6.14,48.6%,-,-,8.1%,79.49,90.54,432.15,234.83,1362.49,4628.15,416.36
1,1207928320,J. DeCaro,Jason DeCaro,DeCaro,Jason,P,University of North Carolina,UNC,730181888,North Carolina,BBC,R,R,68.11,-27.8,68.1,26.0%,26.9%,37.3%,29.3%,28,1:33,-133.7,.384,R,118.66,592.73,605.22,19.79%,477,92.8,91.63,16.2,16.22,16.6,2575.3,-1.07,-4.42,-5.03,5.73,45.1%,-,-,11.1%,119.78,111.52,598.73,342.59,1495.58,5841.62,451.18
1,1084481536,S. Benes,Seth Benes,Benes,Seth,P,"Indiana University, Bloomington",IND,4866,Indiana,BBC,R,R,71.60,-11.2,71.6,15.6%,44.4%,60.0%,20.0%,24,12:20,-170.0,.467,R,83.39,416.53,421.17,14.83%,54,90.1,90.18,3.0,3.05,18.3,2132.9,-1.14,-4.63,-4.72,6.49,37.3%,-,-,7.4%,62.44,80.31,421.87,224.69,1315.69,4268.11,375.03
1,1162762240,J. Vogel,Jacob Vogel,Vogel,Jacob,P,"Indiana University, Bloomington",IND,4866,Indiana,BBC,R,R,72.86,-15.2,72.9,18.4%,8.8%,21.6%,35.1%,24,12:48,-156.1,.241,R,104.62,522.57,510.54,22.56%,231,91.5,91.37,8.3,8.27,19.8,2208.5,-0.94,-4.44,-5.13,6.36,57.6%,-,-,11.3%,115.20,109.13,510.01,276.31,1416.58,4881.69,389.02
1,1162031104,W. Mendes,Wes Mendes,Mendes,Wes,P,University of Mississippi,MISS,5322,Ole Miss,BBC,R,L,74.09,24.7,74.1,20.6%,30.0%,39.2%,27.5%,27,11:18,159.0,.465,L,100.38,501.42,484.72,22.79%,346,92.3,91.63,-6.9,6.87,18.8,2447.6,1.73,-4.75,-5.20,6.02,53.8%,-,-,12.7%,110.49,107.12,480.91,262.27,1413.47,5207.70,428.76
1,1279881216,G. Dennis,Gunnar Dennis,Dennis,Gunnar,P,University of Mississippi,MISS,5322,Ole Miss,BBC,L,L,71.74,21.8,71.7,19.8%,20.5%,28.3%,34.8%,28,10:48,144.1,.432,L,90.38,451.46,442.73,19.12%,240,88.9,87.73,-9.3,9.33,14.0,2457.3,1.39,-5.12,-5.54,5.71,51.5%,-,-,8.3%,84.67,93.50,436.05,230.22,1331.88,4994.34,429.41
1,1181538305,H. Hamilton,Hudson Hamilton,Hamilton,Hudson,P,University of Texas,TEX,245,Texas,BBC,R,R,72.44,-34.3,72.4,15.7%,36.4%,43.5%,21.7%,26,12:55,-152.4,.494,R,99.07,494.86,501.96,17.26%,162,91.7,90.66,8.8,8.78,17.8,2421.8,-2.40,-4.65,-5.61,5.80,48.8%,-,-,6.8%,86.65,94.67,496.10,274.70,1410.33,5621.79,424.69
